DateTime,TimeSSM,Status,DataStatus,PartCt,HistSum,PartCon,BL,BLTH,STD,MaxSTD,P,TofP, PumpLife_hrs,WidthSTD,AveWidth, POPS_Flow, PumpFB, LDTemp, LaserFB, LD_Mon, Temp, BatV, Laser_Current, Flow_Set,BL_Start,TH_Mult,nbins,logmin,logmax,Skip_Save,MinPeakPts,MaxPeakPts,RawPts,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15
1692215171.163,71171.1634,3,0,306,306,102.55,2017,2047,9.99,10.56,989.79,22.79,259.23,17.41,31.80,2.98,323.52,43.09,625.49,1037.80,22.01,11.94,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,49,41,45,51,29,45,31,14,1,0,0,0,0,0,0,0
1692215172.164,71172.1636,3,0,291,291,96.01,2018,2046,9.29,10.64,989.86,22.82,259.24,15.69,31.91,3.03,323.52,43.11,625.49,1035.60,22.11,11.40,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,44,47,55,29,22,44,33,15,0,2,0,0,0,0,0,0
1692215173.164,71173.1636,3,0,279,279,92.31,2018,2044,8.89,10.55,989.90,22.84,259.24,17.01,31.25,3.02,323.08,43.20,624.62,1035.60,22.14,11.78,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,46,42,31,40,30,36,36,15,3,0,0,0,0,0,0,0
1692215174.164,71174.1636,3,0,286,286,95.14,2017,2047,10.19,10.60,989.87,22.86,259.24,16.59,32.72,3.01,323.52,43.05,626.37,1036.04,22.11,11.39,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,51,43,30,38,33,32,39,16,3,1,0,0,0,0,0,0
1692215175.168,71175.1682,3,0,307,307,101.20,2018,2047,9.44,10.76,989.89,22.87,259.24,19.01,32.39,3.03,321.76,43.18,625.49,1036.48,22.14,11.36,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,56,58,45,36,20,44,26,18,3,1,0,0,0,0,0,0
1692215176.164,71176.1638,3,0,299,299,100.58,2018,2044,8.61,10.47,989.87,22.90,259.24,15.16,30.62,2.97,321.76,43.16,623.30,1035.60,22.23,11.64,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,53,42,44,41,28,45,30,10,5,1,0,0,0,0,0,0
1692215177.165,71177.1650,3,0,291,291,96.81,2018,2045,9.06,10.76,989.89,22.92,259.24,17.41,32.56,3.01,321.76,42.92,626.37,1036.48,22.14,10.86,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,51,46,47,32,35,33,28,14,4,1,0,0,0,0,0,0
1692215178.164,71178.1637,3,0,300,300,100.54,2019,2047,9.18,10.84,989.91,22.94,259.24,16.32,31.14,2.98,323.96,43.20,625.05,1036.92,22.17,11.46,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,53,43,44,36,28,47,23,23,2,1,0,0,0,0,0,0
1692215179.164,71179.1636,3,0,295,295,98.05,2019,2045,8.79,10.52,989.87,22.97,259.24,15.62,30.29,3.01,323.52,43.22,625.05,1036.04,22.08,10.75,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,43,36,50,31,37,37,41,16,3,1,0,0,0,0,0,0
1692215180.164,71180.1638,3,0,287,287,95.04,2016,2045,9.46,10.74,989.86,23.00,259.24,16.97,32.60,3.02,323.52,43.07,624.18,1036.04,22.08,10.71,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,40,52,41,33,35,36,34,15,1,0,0,0,0,0,0,0
1692215181.164,71181.1638,3,0,287,287,94.78,2015,2043,9.50,10.64,989.84,23.03,259.24,16.00,31.63,3.03,321.76,43.20,624.62,1036.48,22.20,10.70,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,50,36,42,33,41,40,30,12,3,0,0,0,0,0,0,0
1692215182.164,71182.1637,3,0,257,257,85.10,2014,2041,8.81,10.58,989.82,23.05,259.24,17.14,32.53,3.02,322.64,43.13,624.18,1035.60,22.23,10.89,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,33,48,32,32,30,41,25,11,4,1,0,0,0,0,0,0
1692215183.164,71183.1638,3,0,260,260,87.05,2019,2047,9.37,10.97,989.82,23.07,259.24,15.24,32.39,2.99,323.96,43.07,625.05,1036.04,22.17,11.10,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,57,31,41,39,22,28,27,13,2,0,0,0,0,0,0,0
1692215184.164,71184.1636,3,0,305,305,101.00,2017,2044,9.06,11.21,989.84,23.10,259.24,17.51,31.88,3.02,322.64,43.16,622.42,1036.04,22.23,11.15,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,48,53,41,42,29,36,35,18,1,1,0,1,0,0,0,0
1692215185.164,71185.1636,3,0,290,290,96.92,2016,2044,9.23,10.78,989.84,23.12,259.24,14.80,31.10,2.99,322.20,43.20,624.62,1037.36,22.23,11.17,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,56,34,36,38,36,28,42,16,3,1,0,0,0,0,0,0
1692215186.164,71186.1638,3,0,298,298,99.68,2018,2043,8.57,10.79,989.83,23.14,259.24,17.63,31.51,2.99,330.99,43.20,623.74,1036.92,22.17,11.48,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,45,50,50,35,33,32,30,17,4,1,1,0,0,0,0,0
1692215187.164,71187.1636,3,0,308,308,101.99,2018,2047,9.49,10.72,989.79,23.16,259.24,15.64,30.84,3.02,322.64,42.92,623.30,1036.48,22.11,11.44,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,69,43,35,32,38,38,32,13,5,3,0,0,0,0,0,0
1692215188.164,71188.1635,3,0,307,307,101.75,2017,2045,9.29,10.76,989.84,23.18,259.24,17.30,32.64,3.02,322.64,43.26,624.62,1037.36,22.14,11.75,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,50,32,43,38,44,41,36,17,2,1,3,0,0,0,0,0
1692215189.163,71189.1633,3,0,353,353,116.47,2017,2049,10.61,10.61,989.84,23.21,259.24,18.04,34.24,3.03,322.64,43.26,624.18,1036.92,22.23,11.71,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,61,62,53,48,34,42,41,8,2,1,1,0,0,0,0,0
1692215190.164,71190.1638,3,0,297,297,97.55,2017,2045,9.44,10.81,989.80,23.23,259.24,14.60,31.20,3.04,323.96,43.28,624.62,1036.92,22.20,11.91,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,47,54,35,42,40,32,34,13,0,0,0,0,0,0,0,0
1692215191.164,71191.1636,3,0,281,281,92.54,2015,2043,9.44,10.96,989.78,23.25,259.24,15.58,30.88,3.04,318.24,43.28,621.54,1036.04,22.23,11.87,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,40,36,45,35,29,36,45,14,0,1,0,0,0,0,0,0
1692215192.163,71192.1635,3,0,309,309,101.49,2016,2045,9.95,10.68,989.86,23.27,259.24,16.77,32.57,3.04,321.76,43.31,623.74,1036.92,22.29,12.11,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,47,46,46,35,43,38,41,11,2,0,0,0,0,0,0,0
1692215193.164,71193.1636,3,0,327,327,109.79,2018,2045,9.20,10.44,989.81,23.30,259.24,16.15,31.48,2.98,322.64,43.28,627.69,1036.92,22.26,12.10,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,45,39,52,48,44,39,41,15,2,1,0,1,0,0,0,0
1692215194.164,71194.1636,3,0,284,284,94.13,2017,2047,9.92,10.43,989.87,23.33,259.24,15.45,31.77,3.02,323.96,43.28,623.30,1036.48,22.29,12.08,2.87,2.04,30000,3.0,16,1.75,4.81,0,8,255,512,47,36,38,49,33,32,31,14,2,0,0,0,2,0,0,0
